date,venue,round,round_label,season,home_team,home_score,home_margin,home_win_odds,home_win_paid,home_line_odds,home_line_paid,away_team,away_score,away_margin,away_win_odds,away_win_paid,away_line_odds,away_line_paid
2016-04-10,GMHBA,3.0,2016 Round 3,2016,Cats,125,+69,1.06,1.06,-54.5,1.92,Lions,56,-69,10.00,0.00,+54.5,0.00
2016-04-15,Domain,4.0,2016 Round 4,2016,Eagles,125,+68,1.24,1.24,-28.5,1.92,Tigers,57,-68,4.15,0.00,+28.5,0.00
2016-04-16,MCG,4.0,2016 Round 4,2016,Bombers,42,-30,11.00,0.00,+55.5,1.94,Cats,72,+30,1.05,1.05,-55.5,0.00
2016-04-16,UTAS,4.0,2016 Round 4,2016,Hawks,87,+3,1.11,1.11,-42.5,0.00,Saints,84,-3,7.00,0.00,+42.5,1.92
2016-04-16,Gabba,4.0,2016 Round 4,2016,Lions,107,+13,2.95,2.95,+16.5,1.92,Suns,94,-13,1.42,0.00,-16.5,0.00
2016-04-16,Adelaide,4.0,2016 Round 4,2016,Crows,113,+10,1.92,1.92,-1.5,1.95,Swans,103,-10,1.92,0.00,-1.5,0.00
2016-04-16,Marvel,4.0,2016 Round 4,2016,Blues,49,-36,8.00,0.00,+49.5,1.92,Bulldogs,85,+36,1.08,1.08,-49.5,0.00
2016-04-17,Canberra,4.0,2016 Round 4,2016,Giants,151,+86,1.95,1.95,+0.5,1.92,Power,65,-86,1.90,0.00,-0.5,0.00
2016-04-17,MCG,4.0,2016 Round 4,2016,Magpies,67,-35,1.40,0.00,-17.5,0.00,Demons,102,+35,3.00,3.00,+17.5,1.92
2016-04-17,Marvel,4.0,2016 Round 4,2016,Kangaroos,132,+31,1.23,1.23,-30.5,1.92,Dockers,101,-31,4.30,0.00,+30.5,0.00
2016-04-22,MCG,5.0,2016 Round 5,2016,Hawks,112,+3,1.40,1.40,-19.5,0.00,Crows,109,-3,3.05,0.00,+19.5,1.92
2016-04-23,SCG,5.0,2016 Round 5,2016,Swans,88,+39,1.58,1.58,-8.5,1.92,Eagles,49,-39,2.45,0.00,+8.5,0.00
2016-04-23,Metricon,5.0,2016 Round 5,2016,Suns,81,-38,3.05,0.00,+19.5,0.00,Kangaroos,119,+38,1.40,1.40,-19.5,1.92
2016-04-23,Adelaide,5.0,2016 Round 5,2016,Power,59,-48,2.10,0.00,+3.5,0.00,Cats,107,+48,1.77,1.77,-3.5,1.92
2016-04-23,Marvel,5.0,2016 Round 5,2016,Bulldogs,120,+53,1.13,1.13,-42.5,1.92,Lions,67,-53,6.25,0.00,+42.5,0.00
2016-04-24,Marvel,5.0,2016 Round 5,2016,Saints,79,-47,2.45,0.00,+9.5,0.00,Giants,126,+47,1.58,1.58,-9.5,1.90
2016-04-24,Domain,5.0,2016 Round 5,2016,Dockers,68,-4,1.16,0.00,-35.5,0.00,Blues,72,+4,5.50,5.50,+35.5,1.94
2016-04-24,MCG,5.0,2016 Round 5,2016,Demons,129,+33,2.20,2.20,+6.5,1.92,Tigers,96,-33,1.70,0.00,-6.5,0.00
2016-04-25,MCG,5.0,2016 Round 5,2016,Magpies,142,+69,1.36,1.36,-23.5,1.92,Bombers,73,-69,3.20,0.00,+23.5,0.00
2016-04-29,Marvel,6.0,2016 Round 6,2016,Kangaroos,61,+16,1.81,1.81,-2.5,1.92,Bulldogs,45,-16,2.05,0.00,+2.5,0.00
2016-04-30,Adelaide,6.0,2016 Round 6,2016,Crows,97,+33,1.08,1.08,-47.5,0.00,Dockers,64,-33,8.25,0.00,+47.5,1.94
2016-04-30,Marvel,6.0,2016 Round 6,2016,Demons,96,-39,1.68,0.00,-5.5,0.00,Saints,135,+39,2.25,2.25,+5.5,1.92
2016-04-30,Showground,6.0,2016 Round 6,2016,Giants,158,+75,2.05,2.05,+3.5,1.90,Hawks,83,-75,1.80,0.00,-3.5,0.00
2016-04-30,MCG,6.0,2016 Round 6,2016,Tigers,59,-35,1.38,0.00,-19.5,0.00,Power,94,+35,3.15,3.15,+19.5,1.92
2016-04-30,GMHBA,6.0,2016 Round 6,2016,Cats,168,+120,1.10,1.10,-48.5,1.92,Suns,48,-120,7.50,0.00,+48.5,0.00
2016-05-01,Gabba,6.0,2016 Round 6,2016,Lions,94,-3,5.25,0.00,+35.5,1.92,Swans,97,+3,1.17,1.17,-35.5,0.00
2016-05-01,Domain,6.0,2016 Round 6,2016,Eagles,124,+62,1.10,1.10,-45.5,1.92,Magpies,62,-62,7.50,0.00,+45.5,0.00
2016-05-01,MCG,6.0,2016 Round 6,2016,Blues,72,+15,1.47,1.47,-14.5,1.92,Bombers,57,-15,2.75,0.00,+14.5,0.00
2016-05-06,MCG,7.0,2016 Round 7,2016,Tigers,90,-46,4.00,0.00,+28.5,0.00,Hawks,136,+46,1.26,1.26,-28.5,1.92
2016-05-07,MCG,7.0,2016 Round 7,2016,Magpies,84,-15,1.56,0.00,-10.5,0.00,Blues,99,+15,2.50,2.50,+10.5,1.92
2016-05-07,GMHBA,7.0,2016 Round 7,2016,Cats,123,+44,1.52,1.52,-11.5,1.90,Eagles,79,-44,2.60,0.00,+11.5,0.00
2016-05-07,ANZ,7.0,2016 Round 7,2016,Swans,135,+81,1.01,1.01,-70.5,1.92,Bombers,54,-81,17.00,0.00,+70.5,0.00
2016-05-07,Metricon,7.0,2016 Round 7,2016,Suns,87,-73,1.83,0.00,-2.5,0.00,Demons,160,+73,2.00,2.00,+2.5,1.92
2016-05-07,Domain,7.0,2016 Round 7,2016,Dockers,77,-18,3.40,0.00,+23.5,1.92,Giants,95,+18,1.33,1.33,-23.5,0.00
2016-05-07,Marvel,7.0,2016 Round 7,2016,Bulldogs,123,+15,1.72,1.72,-4.5,1.92,Crows,108,-15,2.15,0.00,+4.5,0.00
2016-05-08,Marvel,7.0,2016 Round 7,2016,Saints,75,-7,3.50,0.00,+22.5,1.94,Kangaroos,82,+7,1.32,1.32,-22.5,0.00
2016-05-08,Adelaide,7.0,2016 Round 7,2016,Power,136,+77,1.38,1.38,-18.5,1.90,Lions,59,-77,3.15,0.00,+18.5,0.00
2016-05-13,Adelaide,8.0,2016 Round 8,2016,Crows,72,-26,2.00,0.00,+2.5,0.00,Cats,98,+26,1.85,1.85,-2.5,1.92
2016-05-14,Marvel,8.0,2016 Round 8,2016,Bombers,60,-14,10.00,0.00,+51.5,1.94,Kangaroos,74,+14,1.06,1.06,-51.5,0.00
2016-05-14,UTAS,8.0,2016 Round 8,2016,Hawks,116,+41,1.09,1.09,-45.5,0.00,Dockers,75,-41,8.00,0.00,+45.5,1.96
2016-05-14,Showground,8.0,2016 Round 8,2016,Giants,149,+91,1.05,1.05,-55.5,1.92,Suns,58,-91,11.00,0.00,+55.5,0.00
2016-05-14,Gabba,8.0,2016 Round 8,2016,Lions,65,-78,1.72,0.00,-6.5,0.00,Magpies,143,+78,2.15,2.15,+6.5,1.88
2016-05-14,MCG,8.0,2016 Round 8,2016,Tigers,101,+1,3.50,3.50,+22.5,1.92,Swans,100,-1,1.32,0.00,-22.5,0.00
2016-05-15,Marvel,8.0,2016 Round 8,2016,Blues,93,+2,2.45,2.45,+11.5,1.92,Power,91,-2,1.58,0.00,-11.5,0.00
2016-05-15,Domain,8.0,2016 Round 8,2016,Eagles,132,+103,1.14,1.14,-39.5,1.92,Saints,29,-103,6.00,0.00,+39.5,0.00
2016-05-15,MCG,8.0,2016 Round 8,2016,Demons,82,-32,2.95,0.00,+16.5,0.00,Bulldogs,114,+32,1.42,1.42,-16.5,1.92
2016-05-20,MCG,9.0,2016 Round 9,2016,Hawks,55,-14,1.77,0.00,-4.5,0.00,Swans,69,+14,2.10,2.10,+4.5,1.92
2016-05-21,MCG,9.0,2016 Round 9,2016,Magpies,104,+24,5.75,5.75,+39.5,1.94,Cats,80,-24,1.15,0.00,-39.5,0.00
2016-05-21,Metricon,9.0,2016 Round 9,2016,Suns,74,-75,11.00,0.00,+55.5,0.00,Crows,149,+75,1.05,1.05,-55.5,1.92
2016-05-21,Adelaide,9.0,2016 Round 9,2016,Power,86,-8,2.60,0.00,+10.5,1.94,Eagles,94,+8,1.52,1.52,-10.5,0.00
2016-05-21,Domain,9.0,2016 Round 9,2016,Dockers,45,-38,2.30,0.00,+8.5,0.00,Tigers,83,+38,1.65,1.65,-8.5,1.92
2016-05-21,Marvel,9.0,2016 Round 9,2016,Kangaroos,113,+67,1.25,1.25,-27.5,1.92,Blues,46,-67,4.10,0.00,+27.5,0.00
2016-05-22,MCG,9.0,2016 Round 9,2016,Demons,131,+63,1.15,1.15,-38.5,1.90,Lions,68,-63,5.70,0.00,+38.5,0.00
2016-05-22,Showground,9.0,2016 Round 9,2016,Giants,98,+25,1.38,1.38,-18.5,1.92,Bulldogs,73,-25,3.10,0.00,+18.5,0.00
2016-05-22,Marvel,9.0,2016 Round 9,2016,Saints,109,+46,1.22,1.22,-30.5,1.92,Bombers,63,-46,4.40,0.00,+30.5,0.00
2016-05-27,SCG,10.0,2016 Round 10,2016,Swans,91,+26,1.42,1.42,-17.5,1.92,Kangaroos,65,-26,2.95,0.00,+17.5,0.00
2016-05-28,TIO,10.0,2016 Round 10,2016,Demons,76,-45,2.10,0.00,+4.5,0.00,Power,121,+45,1.77,1.77,-4.5,1.92
2016-05-28,Gabba,10.0,2016 Round 10,2016,Lions,87,-48,9.00,0.00,+48.5,1.96,Hawks,135,+48,1.07,1.07,-48.5,0.00
2016-05-28,Marvel,10.0,2016 Round 10,2016,Saints,101,+34,1.32,1.32,-22.5,1.92,Dockers,67,-34,3.50,0.00,+22.5,0.00
2016-05-28,Adelaide,10.0,2016 Round 10,2016,Crows,107,+22,1.96,1.96,+1.5,1.92,Giants,85,-22,1.88,0.00,-1.5,0.00
2016-05-28,MCG,10.0,2016 Round 10,2016,Bombers,67,-38,5.25,0.00,+34.5,0.00,Tigers,105,+38,1.17,1.17,-34.5,1.88
2016-05-29,Marvel,10.0,2016 Round 10,2016,Blues,104,+19,7.50,7.50,+46.5,1.92,Cats,85,-19,1.10,0.00,-46.5,0.00
2016-05-29,Domain,10.0,2016 Round 10,2016,Eagles,132,+77,1.01,1.01,-67.5,1.92,Suns,55,-77,19.00,0.00,+67.5,0.00
2016-05-29,MCG,10.0,2016 Round 10,2016,Magpies,53,-21,2.70,0.00,+13.5,0.00,Bulldogs,74,+21,1.48,1.48,-13.5,1.92
2016-06-03,Blundstone,11.0,2016 Round 11,2016,Kangaroos,124,+70,1.58,1.58,-10.5,1.96,Tigers,54,-70,2.45,0.00,+10.5,0.00
2016-06-04,MCG,11.0,2016 Round 11,2016,Hawks,82,+18,1.26,1.26,-25.5,0.00,Demons,64,-18,4.00,0.00,+25.5,1.90
2016-06-04,Marvel,11.0,2016 Round 11,2016,Blues,102,+38,1.27,1.27,-26.5,1.92,Lions,64,-38,3.95,0.00,+26.5,0.00
2016-06-04,GMHBA,11.0,2016 Round 11,2016,Cats,98,+10,1.50,1.50,-13.5,0.00,Giants,88,-10,2.65,0.00,+13.5,1.92
2016-06-04,Domain,11.0,2016 Round 11,2016,Dockers,126,+79,1.30,1.30,-23.5,1.92,Bombers,47,-79,3.60,0.00,+23.5,0.00
2016-06-04,Metricon,11.0,2016 Round 11,2016,Suns,41,-38,6.25,0.00,+36.5,0.00,Swans,79,+38,1.13,1.13,-36.5,1.92
2016-06-05,MCG,11.0,2016 Round 11,2016,Magpies,58,-67,2.00,0.00,+1.5,0.00,Power,125,+67,1.85,1.85,-1.5,1.92
2016-06-05,Marvel,11.0,2016 Round 11,2016,Bulldogs,83,+8,1.73,1.73,-5.5,1.92,Eagles,75,-8,2.15,0.00,+5.5,0.00
2016-06-05,Adelaide,11.0,2016 Round 11,2016,Crows,133,+88,1.17,1.17,-35.5,1.92,Saints,45,-88,5.30,0.00,+35.5,0.00
2016-06-10,Marvel,12.0,2016 Round 12,2016,Bombers,43,-108,12.00,0.00,+52.5,0.00,Hawks,151,+108,1.04,1.04,-52.5,1.92
2016-06-11,Adelaide,12.0,2016 Round 12,2016,Power,97,-3,1.70,0.00,-5.5,0.00,Bulldogs,100,+3,2.20,2.20,+5.5,1.92
2016-06-11,Gabba,12.0,2016 Round 12,2016,Lions,64,-83,2.20,0.00,+6.5,0.00,Dockers,147,+83,1.70,1.70,-6.5,1.92
2016-06-11,Domain,12.0,2016 Round 12,2016,Eagles,76,-29,1.47,0.00,-13.5,0.00,Crows,105,+29,2.75,2.75,+13.5,1.94
2016-06-11,Marvel,12.0,2016 Round 12,2016,Cats,105,+31,1.90,1.90,-0.5,1.92,Kangaroos,74,-31,1.94,0.00,+0.5,0.00
2016-06-12,Marvel,12.0,2016 Round 12,2016,Saints,110,+32,2.72,2.72,+10.5,1.96,Blues,78,-32,1.48,0.00,-10.5,0.00
2016-06-12,MCG,12.0,2016 Round 12,2016,Tigers,114,+17,1.15,1.15,-36.5,0.00,Suns,97,-17,5.75,0.00,+36.5,1.92
2016-06-12,Showground,12.0,2016 Round 12,2016,Giants,105,+42,2.00,2.00,+2.5,1.92,Swans,63,-42,1.85,0.00,-2.5,0.00
2016-06-13,MCG,12.0,2016 Round 12,2016,Demons,104,+46,1.58,1.58,-8.5,1.88,Magpies,58,-46,2.45,0.00,+8.5,0.00
2016-06-17,Marvel,13.0,2016 Round 13,2016,Kangaroos,84,-9,3.65,0.00,+24.5,1.92,Hawks,93,+9,1.30,1.30,-24.5,0.00
2016-06-18,Gabba,13.0,2016 Round 13,2016,Lions,82,-49,8.50,0.00,+47.5,0.00,Eagles,131,+49,1.08,1.08,-47.5,1.92
2016-06-18,Domain,13.0,2016 Round 13,2016,Dockers,86,+17,2.40,2.40,+9.5,1.92,Power,69,-17,1.60,0.00,-9.5,0.00
2016-06-18,Marvel,13.0,2016 Round 13,2016,Bulldogs,43,-57,2.40,0.00,+9.5,0.00,Cats,100,+57,1.60,1.60,-9.5,1.92
2016-06-19,SCG,13.0,2016 Round 13,2016,Swans,86,+55,1.26,1.26,-26.5,1.92,Demons,31,-55,4.00,0.00,+26.5,0.00
2016-06-19,Marvel,13.0,2016 Round 13,2016,Bombers,90,-27,15.00,0.00,+64.5,1.92,Giants,117,+27,1.02,1.02,-64.5,0.00
2016-06-23,Adelaide,14.0,2016 Round 14,2016,Crows,100,+33,1.28,1.28,-23.5,1.92,Kangaroos,67,-33,3.80,0.00,+23.5,0.00
2016-06-24,MCG,14.0,2016 Round 14,2016,Magpies,85,+48,1.84,1.84,-2.5,1.92,Dockers,37,-48,2.00,0.00,+2.5,0.00
2016-06-25,MCG,14.0,2016 Round 14,2016,Tigers,117,+42,1.05,1.05,-56.5,0.00,Lions,75,-42,11.00,0.00,+56.5,1.92
2016-06-25,Showground,14.0,2016 Round 14,2016,Giants,127,+62,1.05,1.05,-57.5,1.92,Blues,65,-62,11.00,0.00,+57.5,0.00
2016-06-25,Marvel,14.0,2016 Round 14,2016,Saints,93,+3,5.25,5.25,+35.5,1.92,Cats,90,-3,1.17,0.00,-35.5,0.00
2016-06-26,UTAS,14.0,2016 Round 14,2016,Hawks,86,+26,1.05,1.05,-52.5,0.00,Suns,60,-26,11.00,0.00,+52.5,1.92
2016-06-30,Domain,15.0,2016 Round 15,2016,Eagles,130,+78,1.01,1.01,-69.5,1.92,Bombers,52,-78,21.00,0.00,+69.5,0.00
2016-07-01,Adelaide,15.0,2016 Round 15,2016,Power,94,+38,1.38,1.38,-21.5,1.94,Tigers,56,-38,3.15,0.00,+21.5,0.00
2016-07-02,Metricon,15.0,2016 Round 15,2016,Suns,108,+40,1.88,1.88,-1.5,1.92,Saints,68,-40,1.97,0.00,+1.5,0.00
2016-07-02,SCG,15.0,2016 Round 15,2016,Swans,79,-4,1.38,0.00,-16.5,0.00,Bulldogs,83,+4,3.15,3.15,+16.5,1.94
2016-07-02,MCG,15.0,2016 Round 15,2016,Blues,45,-12,2.50,0.00,+9.5,0.00,Magpies,57,+12,1.56,1.56,-9.5,1.92
2016-07-03,MCG,15.0,2016 Round 15,2016,Demons,98,-22,3.85,0.00,+23.5,1.92,Crows,120,+22,1.28,1.28,-23.5,0.00
2016-07-07,Adelaide,16.0,2016 Round 16,2016,Power,79,-22,2.30,0.00,+5.5,0.00,Hawks,101,+22,1.65,1.65,-5.5,1.92
2016-07-08,GMHBA,16.0,2016 Round 16,2016,Cats,60,-38,1.36,0.00,-19.5,0.00,Swans,98,+38,3.20,3.20,+19.5,1.92
2016-07-09,Showground,16.0,2016 Round 16,2016,Giants,93,-32,1.10,0.00,-45.5,0.00,Magpies,125,+32,7.50,7.50,+45.5,1.92
2016-07-09,Metricon,16.0,2016 Round 16,2016,Suns,139,+26,1.20,1.20,-34.5,0.00,Lions,113,-26,4.80,0.00,+34.5,1.92
2016-07-09,TIO,16.0,2016 Round 16,2016,Demons,87,+32,1.48,1.48,-13.5,1.92,Dockers,55,-32,2.70,0.00,+13.5,0.00
2016-07-09,Marvel,16.0,2016 Round 16,2016,Bulldogs,85,+10,1.20,1.20,-33.5,0.00,Tigers,75,-10,4.80,0.00,+33.5,1.92
2016-07-10,MCG,16.0,2016 Round 16,2016,Blues,47,-60,6.00,0.00,+38.5,0.00,Crows,107,+60,1.14,1.14,-38.5,1.92
2016-07-10,Domain,16.0,2016 Round 16,2016,Eagles,104,+32,1.35,1.35,-22.5,1.92,Kangaroos,72,-32,3.30,0.00,+22.5,0.00
2016-07-10,Marvel,16.0,2016 Round 16,2016,Bombers,98,-11,6.25,0.00,+40.5,1.92,Saints,109,+11,1.13,1.13,-40.5,0.00
2016-07-14,SCG,17.0,2016 Round 17,2016,Swans,70,-5,1.60,0.00,-9.5,0.00,Hawks,75,+5,2.40,2.40,+9.5,1.92
2016-07-15,Domain,17.0,2016 Round 17,2016,Dockers,61,-17,3.40,0.00,+20.5,1.92,Cats,78,+17,1.34,1.34,-20.5,0.00
2016-07-16,MCG,17.0,2016 Round 17,2016,Tigers,102,+19,1.17,1.17,-34.5,0.00,Bombers,83,-19,5.20,0.00,+34.5,1.92
2016-07-16,Marvel,17.0,2016 Round 17,2016,Kangaroos,77,-28,1.42,0.00,-18.5,0.00,Power,105,+28,2.95,2.95,+18.5,1.92
2016-07-16,Adelaide,17.0,2016 Round 17,2016,Crows,97,+28,1.17,1.17,-38.5,0.00,Magpies,69,-28,5.20,0.00,+38.5,1.92
2016-07-16,Cazaly's,17.0,2016 Round 17,2016,Bulldogs,107,+48,1.11,1.11,-43.5,1.92,Suns,59,-48,7.00,0.00,+43.5,0.00
2016-07-17,MCG,17.0,2016 Round 17,2016,Blues,75,-7,5.30,0.00,+33.5,1.96,Eagles,82,+7,1.17,1.17,-33.5,0.00
2016-07-17,Marvel,17.0,2016 Round 17,2016,Saints,110,+36,2.30,2.30,+7.5,1.92,Demons,74,-36,1.65,0.00,-7.5,0.00
2016-07-17,Gabba,17.0,2016 Round 17,2016,Lions,67,-79,7.50,0.00,+46.5,0.00,Giants,146,+79,1.10,1.10,-46.5,1.92
2016-07-22,Marvel,18.0,2016 Round 18,2016,Magpies,84,-40,2.00,0.00,+1.5,0.00,Kangaroos,124,+40,1.85,1.85,-1.5,1.92
2016-07-23,SCG,18.0,2016 Round 18,2016,Swans,74,+6,1.06,1.06,-48.5,0.00,Blues,68,-6,10.00,0.00,+48.5,1.92
2016-07-23,Metricon,18.0,2016 Round 18,2016,Suns,105,+24,1.92,1.92,-1.5,1.94,Dockers,81,-24,1.92,0.00,+1.5,0.00
2016-07-23,Domain,18.0,2016 Round 18,2016,Eagles,66,+6,1.18,1.18,-34.5,0.00,Demons,60,-6,5.00,0.00,+34.5,1.92
2016-07-23,GMHBA,18.0,2016 Round 18,2016,Cats,85,+30,1.88,1.88,-1.5,1.92,Crows,55,-30,1.95,0.00,+1.5,0.00
2016-07-23,Marvel,18.0,2016 Round 18,2016,Bulldogs,60,-15,1.35,0.00,-20.5,0.00,Saints,75,+15,3.25,3.25,+20.5,1.92
2016-07-24,Marvel,18.0,2016 Round 18,2016,Bombers,91,-37,1.46,0.00,-15.5,0.00,Lions,128,+37,2.80,2.80,+15.5,1.92
2016-07-24,MCG,18.0,2016 Round 18,2016,Hawks,114,+70,1.15,1.15,-36.5,1.92,Tigers,44,-70,5.75,0.00,+36.5,0.00
2016-07-24,Adelaide,18.0,2016 Round 18,2016,Power,60,-19,2.05,0.00,+3.5,0.00,Giants,79,+19,1.80,1.80,-3.5,1.92
2016-07-29,GMHBA,19.0,2016 Round 19,2016,Cats,103,+25,1.26,1.26,-23.5,1.92,Bulldogs,78,-25,4.00,0.00,+23.5,0.00
2016-07-30,Canberra,19.0,2016 Round 19,2016,Giants,111,+88,1.07,1.07,-51.5,1.92,Tigers,23,-88,9.20,0.00,+51.5,0.00
2016-07-30,UTAS,19.0,2016 Round 19,2016,Hawks,74,+19,1.09,1.09,-43.5,0.00,Blues,55,-19,8.00,0.00,+43.5,1.92
2016-07-30,MCG,19.0,2016 Round 19,2016,Magpies,91,+19,2.25,2.25,+5.5,1.92,Eagles,72,-19,1.67,0.00,-5.5,0.00
2016-07-30,Marvel,19.0,2016 Round 19,2016,Kangaroos,85,+23,1.50,1.50,-11.5,1.92,Saints,62,-23,2.65,0.00,+11.5,0.00
2016-07-30,Gabba,19.0,2016 Round 19,2016,Lions,79,-94,6.00,0.00,+39.5,0.00,Power,173,+94,1.14,1.14,-39.5,1.92
2016-07-31,MCG,19.0,2016 Round 19,2016,Demons,66,+2,1.16,1.16,-38.5,0.00,Suns,64,-2,5.50,0.00,+38.5,1.92
2016-07-31,Domain,19.0,2016 Round 19,2016,Dockers,47,-90,4.50,0.00,+24.5,0.00,Swans,137,+90,1.22,1.22,-24.5,1.92
2016-07-31,Adelaide,19.0,2016 Round 19,2016,Crows,143,+82,1.01,1.01,-75.5,1.92,Bombers,61,-82,19.00,0.00,+75.5,0.00
2016-08-05,MCG,20.0,2016 Round 20,2016,Tigers,92,+15,3.30,3.30,+21.5,1.92,Magpies,77,-15,1.35,0.00,-21.5,0.00
2016-08-06,SCG,20.0,2016 Round 20,2016,Swans,100,+67,1.28,1.28,-22.5,1.92,Power,33,-67,3.85,0.00,+22.5,0.00
2016-08-06,MCG,20.0,2016 Round 20,2016,Demons,110,+29,5.05,5.05,+32.5,1.92,Hawks,81,-29,1.18,0.00,-32.5,0.00
2016-08-06,Metricon,20.0,2016 Round 20,2016,Suns,84,-8,7.50,0.00,+43.5,1.96,Giants,92,+8,1.10,1.10,-43.5,0.00
2016-08-06,Adelaide,20.0,2016 Round 20,2016,Crows,177,+138,1.01,1.01,-86.5,1.92,Lions,39,-138,21.00,0.00,+86.5,0.00
2016-08-06,Marvel,20.0,2016 Round 20,2016,Bulldogs,61,+14,2.30,2.30,+7.5,1.92,Kangaroos,47,-14,1.65,0.00,-7.5,0.00
2016-08-07,MCG,20.0,2016 Round 20,2016,Blues,51,-71,2.45,0.00,+10.5,0.00,Saints,122,+71,1.58,1.58,-10.5,1.92
2016-08-07,Domain,20.0,2016 Round 20,2016,Dockers,64,-46,4.60,0.00,+30.5,0.00,Eagles,110,+46,1.20,1.20,-30.5,1.92
2016-08-07,Marvel,20.0,2016 Round 20,2016,Cats,100,+66,1.01,1.01,-70.5,0.00,Bombers,34,-66,21.00,0.00,+70.5,1.98
2016-08-12,Marvel,21.0,2016 Round 21,2016,Bulldogs,95,+3,1.35,1.35,-18.5,0.00,Magpies,92,-3,3.35,0.00,+18.5,1.92
2016-08-13,Gabba,21.0,2016 Round 21,2016,Lions,99,+4,3.45,3.45,+21.5,1.92,Blues,95,-4,1.33,0.00,-21.5,0.00
2016-08-13,MCG,21.0,2016 Round 21,2016,Hawks,96,+39,1.28,1.28,-24.5,1.92,Kangaroos,57,-39,3.85,0.00,+24.5,0.00
2016-08-13,Showground,21.0,2016 Round 21,2016,Giants,96,-1,1.28,0.00,-25.5,0.00,Eagles,97,+1,3.85,3.85,+25.5,1.92
2016-08-13,Adelaide,21.0,2016 Round 21,2016,Power,54,-40,1.50,0.00,-15.5,0.00,Demons,94,+40,2.65,2.65,+15.5,1.92
2016-08-13,Marvel,21.0,2016 Round 21,2016,Saints,76,-70,3.15,0.00,+17.5,0.00,Swans,146,+70,1.38,1.38,-17.5,1.92
2016-08-14,Marvel,21.0,2016 Round 21,2016,Bombers,75,+6,3.15,3.15,+19.5,1.92,Suns,69,-6,1.38,0.00,-19.5,0.00
2016-08-14,Domain,21.0,2016 Round 21,2016,Dockers,70,-72,8.50,0.00,+46.5,0.00,Crows,142,+72,1.08,1.08,-46.5,1.92
2016-08-14,MCG,21.0,2016 Round 21,2016,Tigers,78,-4,5.00,0.00,+33.5,1.92,Cats,82,+4,1.18,1.18,-33.5,0.00
2016-08-19,Domain,22.0,2016 Round 22,2016,Eagles,92,+25,1.83,1.83,-3.5,1.92,Hawks,67,-25,2.02,0.00,+3.5,0.00
2016-08-20,Blundstone,22.0,2016 Round 22,2016,Kangaroos,76,-9,3.60,0.00,+20.5,1.92,Swans,85,+9,1.30,1.30,-20.5,0.00
2016-08-20,MCG,22.0,2016 Round 22,2016,Tigers,46,-9,2.40,0.00,+7.5,0.00,Saints,55,+9,1.60,1.60,-7.5,1.88
2016-08-20,Showground,22.0,2016 Round 22,2016,Giants,129,+92,1.01,1.01,-76.5,1.88,Dockers,37,-92,17.00,0.00,+76.5,0.00
2016-08-20,Adelaide,22.0,2016 Round 22,2016,Power,94,-15,7.00,0.00,+44.5,1.92,Crows,109,+15,1.11,1.11,-44.5,0.00
2016-08-20,Marvel,22.0,2016 Round 22,2016,Magpies,118,+71,1.26,1.26,-28.5,1.88,Suns,47,-71,4.00,0.00,+28.5,0.00
2016-08-21,MCG,22.0,2016 Round 22,2016,Blues,78,+20,4.25,4.25,+25.5,1.92,Demons,58,-20,1.24,0.00,-25.5,0.00
2016-08-21,Gabba,22.0,2016 Round 22,2016,Lions,69,-60,15.00,0.00,+59.5,0.00,Cats,129,+60,1.03,1.03,-59.5,1.92
2016-08-21,Marvel,22.0,2016 Round 22,2016,Bombers,53,-40,8.50,0.00,+43.5,1.92,Bulldogs,93,+40,1.08,1.08,-43.5,0.00
2016-08-26,Adelaide,23.0,2016 Round 23,2016,Crows,71,-29,1.28,0.00,-25.5,0.00,Eagles,100,+29,3.80,3.80,+25.5,1.92
2016-08-27,GMHBA,23.0,2016 Round 23,2016,Cats,155,+111,1.16,1.16,-35.5,1.92,Demons,44,-111,5.50,0.00,+35.5,0.00
2016-08-27,MCG,23.0,2016 Round 23,2016,Bombers,103,+24,3.25,3.25,+18.5,1.92,Blues,79,-24,1.36,0.00,-18.5,0.00
2016-08-27,SCG,23.0,2016 Round 23,2016,Swans,164,+113,1.04,1.04,-55.5,1.92,Tigers,51,-113,11.00,0.00,+55.5,0.00
2016-08-27,Metricon,23.0,2016 Round 23,2016,Suns,66,-23,2.80,0.00,+13.5,0.00,Power,89,+23,1.46,1.46,-13.5,1.92
2016-08-27,Marvel,23.0,2016 Round 23,2016,Kangaroos,63,-37,2.70,0.00,+13.5,0.00,Giants,100,+37,1.48,1.48,-13.5,1.92
2016-08-28,Marvel,23.0,2016 Round 23,2016,Saints,161,+58,1.07,1.07,-54.5,1.92,Lions,103,-58,9.00,0.00,+54.5,0.00
2016-08-28,Domain,23.0,2016 Round 23,2016,Dockers,69,+20,2.90,2.90,+16.5,1.92,Bulldogs,49,-20,1.43,0.00,-16.5,0.00
2016-08-28,MCG,23.0,2016 Round 23,2016,Hawks,112,+1,1.28,1.28,-24.5,0.00,Magpies,111,-1,3.80,0.00,+24.5,1.92
2016-09-08,Domain,24.0,2016 Finals Week 1,2016,Eagles,52,-47,1.29,0.00,-23.5,0.00,Bulldogs,99,+47,4.05,4.05,+23.5,1.93
